C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_12_465.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_12_465.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_12_465.jpg, 0, 0, 0, 6.748652E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_12_567.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_12_567.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_12_567.jpg, 0, 0, 0, 4.712258E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_12_668.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_12_668.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_12_668.jpg, 0, 0, 0, 8.876447E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_12_769.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_12_769.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_12_769.jpg, 0, 0, 0, 4.647968E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_12_871.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_12_871.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_12_871.jpg, 0, 0, 0, 6.355181E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_12_973.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_12_973.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_12_973.jpg, 0, 0, 0, 9.892604E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_074.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_074.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_074.jpg, 0, 0, 0, 4.475699E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_176.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_176.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_176.jpg, 0, 0, 0, 4.33097E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_279.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_279.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_279.jpg, 0, 0, 0, 3.83828E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_379.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_379.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_379.jpg, 0, 0, 0, 4.564423E-05
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_483.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_483.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_483.jpg, 0, 0.1991286, 0, 0.1306374
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_584.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_584.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_584.jpg, 0, 0.4932294, 0, 0.627972
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_684.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_684.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_684.jpg, 0, 0.7972434, 0, 1.441989
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_786.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_786.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_786.jpg, 0, 1, 0, 2.672405
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_886.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_886.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_886.jpg, 0, 1, 0, 3.878788
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_13_986.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_13_986.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_13_986.jpg, 0, 1, 0, 5.079953
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_089.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_089.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_089.jpg, 0, 1, 0, 6.268847
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_189.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_189.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_189.jpg, 0, 1, 0, 7.446243
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_290.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_290.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_290.jpg, 0, 1, 0, 8.612189
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_391.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_391.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_391.jpg, 0, 1, 0, 9.767345
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_491.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_491.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_491.jpg, -0.1491435, 1, 0, 10.90542
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_591.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_591.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_591.jpg, -0.4053705, 1, 0, 12.08623
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_695.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_695.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_695.jpg, -0.04405023, 1, 0, 13.35283
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_795.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_795.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_795.jpg, 0, 1, 0, 14.38123
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_897.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_897.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_897.jpg, 0, 1, 0, 15.55787
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_14_998.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_14_998.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_14_998.jpg, 0, 1, 0, 16.60269
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_15_101.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_15_101.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_15_101.jpg, 0, 1, 0, 17.71423
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_15_201.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_15_201.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_15_201.jpg, -0.1167, 1, 0, 18.78579
C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\center_2020_10_11_09_10_15_302.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\left_2020_10_11_09_10_15_302.jpg, C:\Users\vikal\Desktop\Self driving car project\car-behavioral-cloning-master\IMG\right_2020_10_11_09_10_15_302.jpg, -0.4124238, 1, 0, 19.77002
